#RPLIDAR SCAN DATA
#COUNT=756
#Angule	Distance	Quality
299.2621 178.0 188
299.6521 179.0 188
300.0311 180.0 188
300.4211 181.0 188
300.8551 182.0 188
301.2451 183.0 188
301.6406 184.0 188
302.0142 185.0 188
302.4646 186.0 188
302.8436 187.0 188
303.2336 188.0 188
303.6676 189.0 188
304.0576 190.0 188
304.4366 191.0 188
304.8871 192.0 188
305.2606 193.0 188
305.6561 194.0 188
306.0901 195.0 188
306.4801 196.0 188
306.8591 198.0 188
307.2491 199.0 188
307.6392 200.0 188
308.0731 201.0 188
308.4686 202.0 188
308.8422 204.0 188
309.2322 205.0 188
309.6222 207.0 188
310.0616 208.0 188
310.4517 210.0 188
310.7812 212.0 188
311.2152 212.0 188
311.6547 213.0 188
312.0447 214.0 188
312.4182 216.0 188
312.8741 217.0 188
313.2477 218.0 188
313.6377 220.0 188
314.0771 221.0 188
314.4672 223.0 188
314.8407 224.0 188
315.2307 226.0 188
315.6207 228.0 188
316.0602 229.0 188
316.4502 231.0 188
316.8237 233.0 188
317.2797 234.0 188
317.6532 236.0 188
318.0432 238.0 188
318.4332 239.0 188
318.8727 241.0 188
319.2462 243.0 188
319.6362 245.0 188
320.0262 246.0 188
320.4657 248.0 188
320.8392 249.0 188
321.2292 251.0 188
321.6687 253.0 188
322.0587 254.0 188
322.4982 256.0 188
322.8882 257.0 188
323.2617 259.0 188
323.7012 261.0 188
324.0912 263.0 188
324.4812 265.0 188
324.9207 267.0 188
325.2942 269.0 188
325.6842 271.0 188
326.1237 273.0 188
326.5137 275.0 188
326.8872 277.0 188
327.2772 280.0 188
327.7167 282.0 188
328.1067 285.0 188
328.4802 288.0 188
328.8702 290.0 188
329.3097 292.0 188
329.6997 294.0 188
330.0732 297.0 188
330.4688 300.0 188
330.9027 303.0 188
331.2927 307.0 188
331.6827 310.0 188
332.0618 312.0 188
332.4957 315.0 188
332.8857 318.0 188
333.2812 322.0 188
333.6548 326.0 188
334.0448 329.0 188
336.4014 352.0 188
341.9989 152.0 188
342.3889 153.0 188
342.8888 152.0 188
343.3228 152.0 188
343.7622 152.0 188
344.2017 152.0 188
344.6356 152.0 188
345.1355 151.0 188
345.5750 151.0 188
346.0144 151.0 188
346.4648 151.0 188
346.9482 150.0 188
347.4042 150.0 188
347.8436 150.0 188
348.2776 150.0 188
348.7170 150.0 188
349.1510 150.0 188
349.6069 150.0 188
350.1562 149.0 188
350.5902 149.0 188
351.0297 149.0 188
351.4801 149.0 188
351.9196 149.0 188
352.3590 149.0 188
